x,y
33.33526981,78.97995252
33.33527981,78.97995243
33.33528981,78.97995234
33.33529981,78.97995225
33.33530981,78.97995216
33.33531981,78.97995207
33.33532981,78.97995198
33.33533981,78.97995189
33.33534981,78.9799518
33.33535981,78.97995171
33.33536981,78.97995162
33.33537981,78.97995153
33.33538981,78.97995144
33.33539981,78.97995135
33.33540981,78.97995126
33.3354198,78.97995117
33.3354298,78.97995108
33.3354398,78.97995099
33.3354498,78.9799509
33.3354598,78.97995081
33.3354698,78.97995072
33.3354798,78.97995063
33.3354898,78.97995054
33.3354998,78.97995045
33.3355098,78.97995036
33.3355198,78.97995027
33.3355298,78.97995018
33.3355398,78.97995009
33.3355498,78.97995
33.3355598,78.97994991
33.3355698,78.97994982
33.3355798,78.97994973
33.3355898,78.97994964
33.3355998,78.97994955
33.3356098,78.97994946
33.3356198,78.97994937
33.3356298,78.97994928
33.3356398,78.97994919
33.3356498,78.9799491
33.3356598,78.97994901
33.3356698,78.97994892
33.3356798,78.97994883
33.33568979,78.97994874
33.33569979,78.97994865
33.33570979,78.97994856
33.33571979,78.97994847
33.33572979,78.97994838
33.33573979,78.97994829
33.33574979,78.9799482
33.33575979,78.97994811
33.33576979,78.97994802
33.33577979,78.97994793
33.33578979,78.97994784
33.33579979,78.97994775
33.33580979,78.97994766
33.33581979,78.97994757
33.33582979,78.97994748
33.33583979,78.97994739
33.33584979,78.9799473
33.33585979,78.97994721
33.33586979,78.97994712
33.33587979,78.97994703
33.33588979,78.97994694
33.33589979,78.97994685
33.33590979,78.97994676
33.33591979,78.97994667
33.33592979,78.97994658
33.33593979,78.97994649
33.33594979,78.9799464
33.33595979,78.97994631
33.33596978,78.97994622
33.33597978,78.97994613
33.33598978,78.97994604
33.33599978,78.97994595
33.33600978,78.97994586
33.33601978,78.97994577
33.33602978,78.97994568
33.33603978,78.97994559
33.33604978,78.9799455
33.33605978,78.97994541
33.33606978,78.97994532
33.33607978,78.97994523
33.33608978,78.97994514
33.33609978,78.97994505
33.33610978,78.97994496
33.33611978,78.97994487
33.33612978,78.97994478
33.33613978,78.97994469
33.33614978,78.9799446
33.33615978,78.97994451
33.33616978,78.97994442
33.33617978,78.97994433
33.33618978,78.97994424
33.33619978,78.97994415
33.33620978,78.97994406
33.33621978,78.97994397
33.33622978,78.97994388
33.33623978,78.97994379
33.33624977,78.9799437
33.33625977,78.97994361
33.33626977,78.97994352
33.33627977,78.97994343
33.33628977,78.97994334
33.33629977,78.97994325
33.33630977,78.97994316
33.33631977,78.97994307
33.33632977,78.97994298
33.33633977,78.97994288
33.33634977,78.97994279
33.33635977,78.9799427
33.33636977,78.97994261
33.33637977,78.97994252
33.33638977,78.97994243
33.33639977,78.97994234
33.33640977,78.97994225
33.33641977,78.97994216
33.33642977,78.97994207
33.33643977,78.97994198
33.33644977,78.97994189
33.33645977,78.9799418
33.33646977,78.97994171
33.33647977,78.97994162
33.33648977,78.97994153
33.33649977,78.97994144
33.33650977,78.97994135
33.33651977,78.97994126
33.33652976,78.97994117
33.33653976,78.97994108
33.33654976,78.97994099
33.33655976,78.9799409
33.33656976,78.97994081
33.33657976,78.97994072
33.33658976,78.97994063
33.33659976,78.97994054
33.33660976,78.97994045
33.33661976,78.97994036
33.33662976,78.97994027
33.33663976,78.97994018
33.33664976,78.97994009
33.33665976,78.97994
33.33666976,78.97993991
33.33667976,78.97993982
33.33668976,78.97993973
33.33669976,78.97993964
33.33670976,78.97993955
33.33671976,78.97993946
33.33672976,78.97993937
33.33673976,78.97993928
33.33674976,78.97993919
33.33675976,78.9799391
33.33676976,78.97993901
33.33677976,78.97993892
33.33678976,78.97993883
33.33679975,78.97993874
33.33680975,78.97993865
33.33681975,78.97993856
33.33682975,78.97993847
33.33683975,78.97993838
33.33684975,78.97993829
33.33685975,78.9799382
33.33686975,78.97993811
33.33687975,78.97993802
33.33688975,78.97993793
33.33689975,78.97993784
33.33690975,78.97993775
33.33691975,78.97993766
33.33692975,78.97993757
33.33693975,78.97993748
33.33694975,78.97993739
33.33695975,78.9799373
33.33696975,78.97993721
33.33697975,78.97993712
33.33698975,78.97993703
33.33699975,78.97993694
33.33700975,78.97993685
33.33701975,78.97993676
33.33702975,78.97993667
33.33703975,78.97993658
33.33704975,78.97993649
33.33705975,78.9799364
33.33706975,78.97993631
33.33707974,78.97993622
33.33708974,78.97993613
33.33709974,78.97993604
33.33710974,78.97993595
33.33711974,78.97993586
33.33712974,78.97993577
33.33713974,78.97993568
33.33714974,78.97993559
33.33715974,78.9799355
33.33716974,78.97993541
33.33717974,78.97993532
33.33718974,78.97993523
33.33719974,78.97993514
33.33720974,78.97993505
33.33721974,78.97993496
33.33722974,78.97993487
33.33723974,78.97993478
33.33724974,78.97993469
33.33725974,78.9799346
33.33726974,78.97993451
33.33727974,78.97993442
33.33728974,78.97993433
33.33729974,78.97993424
33.33730974,78.97993415
33.33731974,78.97993406
33.33732974,78.97993397
33.33733974,78.97993388
33.33734974,78.97993379
33.33735973,78.9799337
33.33736973,78.97993361
33.33737973,78.97993352
33.33738973,78.97993343
33.33739973,78.97993334
33.33740973,78.97993325
33.33741973,78.97993316
33.33742973,78.97993307
33.33743973,78.97993298
33.33744973,78.97993289
33.33745973,78.9799328
33.33746973,78.97993271
33.33747973,78.97993262
33.33748973,78.97993252
33.33749973,78.97993243
33.33750973,78.97993234
33.33751973,78.97993225
33.33752973,78.97993216
33.33753973,78.97993207
33.33754973,78.97993198
33.33755973,78.97993189
33.33756973,78.9799318
33.33757973,78.97993171
33.33758973,78.97993162
33.33759973,78.97993153
33.33760973,78.97993144
33.33761973,78.97993135
33.33762973,78.97993126
33.33763972,78.97993117
33.33764972,78.97993108
33.33765972,78.97993099
33.33766972,78.9799309
33.33767972,78.97993081
33.33768972,78.97993072
33.33769972,78.97993063
33.33770972,78.97993054
33.33771972,78.97993045
33.33772972,78.97993036
33.33773972,78.97993027
33.33774972,78.97993018
33.33775972,78.97993009
33.33776972,78.97993
33.33777972,78.97992991
33.33778972,78.97992982
33.33779972,78.97992973
33.33780972,78.97992964
33.33781972,78.97992955
33.33782972,78.97992946
33.33783972,78.97992937
33.33784972,78.97992928
33.33785972,78.97992919
33.33786972,78.9799291
33.33787972,78.97992901
33.33788972,78.97992892
33.33789972,78.97992883
33.33790971,78.97992874
33.33791971,78.97992865
33.33792971,78.97992856
33.33793971,78.97992847
33.33794971,78.97992838
33.33795971,78.97992829
33.33796971,78.9799282
33.33797971,78.97992811
33.33798971,78.97992802
33.33799971,78.97992793
33.33800971,78.97992784
33.33801971,78.97992775
33.33802971,78.97992766
33.33803971,78.97992757
33.33804971,78.97992748
33.33805971,78.97992739
33.33806971,78.9799273
33.33807971,78.97992721
33.33808971,78.97992712
33.33809971,78.97992703
33.33810971,78.97992694
33.33811971,78.97992685
33.33812971,78.97992676
33.33813971,78.97992667
33.33814971,78.97992658
33.33815971,78.97992649
33.33816971,78.9799264
33.33817971,78.97992631
33.3381897,78.97992622
33.3381997,78.97992613
33.3382097,78.97992604
33.3382197,78.97992595
33.3382297,78.97992586
33.3382397,78.97992577
33.3382497,78.97992568
33.3382597,78.97992559
33.3382697,78.9799255
33.3382797,78.97992541
33.3382897,78.97992532
33.3382997,78.97992523
33.3383097,78.97992514
33.3383197,78.97992505
33.3383297,78.97992496
33.3383397,78.97992487
33.3383497,78.97992478
33.3383597,78.97992469
33.3383697,78.9799246
33.3383797,78.97992451
33.3383897,78.97992442
33.3383997,78.97992433
33.3384097,78.97992424
33.3384197,78.97992415
33.3384297,78.97992406
33.3384397,78.97992397
33.3384497,78.97992388
33.3384597,78.97992379
33.33846969,78.9799237
33.33847969,78.97992361
33.33848969,78.97992352
33.33849969,78.97992343
33.33850969,78.97992334
33.33851969,78.97992325
33.33852969,78.97992316
33.33853969,78.97992307
33.33854969,78.97992298
33.33855969,78.97992289
33.33856969,78.9799228
33.33857969,78.97992271
33.33858969,78.97992262
33.33859969,78.97992253
33.33860969,78.97992244
33.33861969,78.97992235
33.33862969,78.97992226
33.33863969,78.97992216
33.33864969,78.97992207
33.33865969,78.97992198
33.33866969,78.97992189
33.33867969,78.9799218
33.33868969,78.97992171
33.33869969,78.97992162
33.33870969,78.97992153
33.33871969,78.97992144
33.33872969,78.97992135
33.33873969,78.97992126
33.33874968,78.97992117
33.33875968,78.97992108
33.33876968,78.97992099
33.33877968,78.9799209
33.33878968,78.97992081
33.33879968,78.97992072
33.33880968,78.97992063
33.33881968,78.97992054
33.33882968,78.97992045
33.33883968,78.97992036
33.33884968,78.97992027
33.33885968,78.97992018
33.33886968,78.97992009
33.33887968,78.97992
33.33888968,78.97991991
33.33889968,78.97991982
33.33890968,78.97991973
33.33891968,78.97991964
33.33892968,78.97991955
33.33893968,78.97991946
33.33894968,78.97991937
33.33895968,78.97991928
33.33896968,78.97991919
33.33897968,78.9799191
33.33898968,78.97991901
33.33899968,78.97991892
33.33900968,78.97991883
33.33901967,78.97991874
33.33902967,78.97991865
33.33903967,78.97991856
33.33904967,78.97991847
33.33905967,78.97991838
33.33906967,78.97991829
33.33907967,78.9799182
33.33908967,78.97991811
33.33909967,78.97991802
33.33910967,78.97991793
33.33911967,78.97991784
33.33912967,78.97991775
33.33913967,78.97991766
33.33914967,78.97991757
33.33915967,78.97991748
33.33916967,78.97991739
33.33917967,78.9799173
33.33918967,78.97991721
33.33919967,78.97991712
33.33920967,78.97991703
33.33921967,78.97991694
33.33922967,78.97991685
33.33923967,78.97991676
33.33924967,78.97991667
33.33925967,78.97991658
33.33926967,78.97991649
33.33927967,78.9799164
33.33928967,78.97991631
33.33929966,78.97991622
33.33930966,78.97991613
33.33931966,78.97991604
33.33932966,78.97991595
33.33933966,78.97991586
33.33934966,78.97991577
33.33935966,78.97991568
33.33936966,78.97991559
33.33937966,78.9799155
33.33938966,78.97991541
33.33939966,78.97991532
33.33940966,78.97991523
33.33941966,78.97991514
33.33942966,78.97991505
33.33943966,78.97991496
33.33944966,78.97991487
33.33945966,78.97991478
33.33946966,78.97991469
33.33947966,78.9799146
33.33948966,78.97991451
33.33949966,78.97991442
33.33950966,78.97991433
33.33951966,78.97991424
33.33952966,78.97991415
33.33953966,78.97991406
33.33954966,78.97991397
33.33955966,78.97991388
33.33956966,78.97991379
33.33957965,78.9799137
33.33958965,78.97991361
33.33959965,78.97991352
33.33960965,78.97991343
33.33961965,78.97991334
33.33962965,78.97991325
33.33963965,78.97991316
33.33964965,78.97991307
33.33965965,78.97991298
33.33966965,78.97991289
33.33967965,78.9799128
33.33968965,78.97991271
33.33969965,78.97991262
33.33970965,78.97991253
33.33971965,78.97991244
33.33972965,78.97991235
33.33973965,78.97991226
33.33974965,78.97991217
33.33975965,78.97991208
33.33976965,78.97991199
33.33977965,78.9799119
33.33978965,78.9799118
33.33979965,78.97991171
33.33980965,78.97991162
33.33981965,78.97991153
33.33982965,78.97991144
33.33983965,78.97991135
33.33984965,78.97991126
33.33985964,78.97991117
33.33986964,78.97991108
33.33987964,78.97991099
33.33988964,78.9799109
33.33989964,78.97991081
33.33990964,78.97991072
33.33991964,78.97991063
33.33992964,78.97991054
33.33993964,78.97991045
33.33994964,78.97991036
33.33995964,78.97991027
33.33996964,78.97991018
33.33997964,78.97991009
33.33998964,78.97991
33.33999964,78.97990991
33.34000964,78.97990982
33.34001964,78.97990973
33.34002964,78.97990964
33.34003964,78.97990955
33.34004964,78.97990946
33.34005964,78.97990937
33.34006964,78.97990928
33.34007964,78.97990919
33.34008964,78.9799091
33.34009964,78.97990901
33.34010964,78.97990892
33.34011964,78.97990883
33.34012963,78.97990874
33.34013963,78.97990865
33.34014963,78.97990856
33.34015963,78.97990847
33.34016963,78.97990838
33.34017963,78.97990829
33.34018963,78.9799082
33.34019963,78.97990811
33.34020963,78.97990802
33.34021963,78.97990793
33.34022963,78.97990784
33.34023963,78.97990775
33.34024963,78.97990766
33.34025963,78.97990757
33.34026963,78.97990748
33.34027963,78.97990739
33.34028963,78.9799073
33.34029963,78.97990721
33.34030963,78.97990712
33.34031963,78.97990703
33.34032963,78.97990694
33.34033963,78.97990685
33.34034963,78.97990676
33.34035963,78.97990667
33.34036963,78.97990658
33.34037963,78.97990649
33.34038963,78.9799064
33.34039963,78.97990631
33.34040962,78.97990622
33.34041962,78.97990613
33.34042962,78.97990604
33.34043962,78.97990595
33.34044962,78.97990586
33.34045962,78.97990577
33.34046962,78.97990568
33.34047962,78.97990559
33.34048962,78.9799055
33.34049962,78.97990541
33.34050962,78.97990532
33.34051962,78.97990523
33.34052962,78.97990514
33.34053962,78.97990505
33.34054962,78.97990496
33.34055962,78.97990487
33.34056962,78.97990478
33.34057962,78.97990469
33.34058962,78.9799046
33.34059962,78.97990451
33.34060962,78.97990442
33.34061962,78.97990433
33.34062962,78.97990424
33.34063962,78.97990415
33.34064962,78.97990406
33.34065962,78.97990397
33.34066962,78.97990388
33.34067962,78.97990379
33.34068961,78.9799037
33.34069961,78.97990361
33.34070961,78.97990352
33.34071961,78.97990343
33.34072961,78.97990334
33.34073961,78.97990325
33.34074961,78.97990316
33.34075961,78.97990307
33.34076961,78.97990298
33.34077961,78.97990289
33.34078961,78.9799028
33.34079961,78.97990271
33.34080961,78.97990262
33.34081961,78.97990253
33.34082961,78.97990244
33.34083961,78.97990235
33.34084961,78.97990226
33.34085961,78.97990217
33.34086961,78.97990208
33.34087961,78.97990199
33.34088961,78.9799019
33.34089961,78.97990181
33.34090961,78.97990172
33.34091961,78.97990163
33.34092961,78.97990154
33.34093961,78.97990144
33.34094961,78.97990135
33.34095961,78.97990126
33.3409696,78.97990117
33.3409796,78.97990108
33.3409896,78.97990099
33.3409996,78.9799009
33.3410096,78.97990081
33.3410196,78.97990072
33.3410296,78.97990063
33.3410396,78.97990054
33.3410496,78.97990045
33.3410596,78.97990036
33.3410696,78.97990027
33.3410796,78.97990018
33.3410896,78.97990009
33.3410996,78.9799
33.3411096,78.97989991
33.3411196,78.97989982
33.3411296,78.97989973
33.3411396,78.97989964
33.3411496,78.97989955
33.3411596,78.97989946
33.3411696,78.97989937
33.3411796,78.97989928
33.3411896,78.97989919
33.3411996,78.9798991
33.3412096,78.97989901
33.3412196,78.97989892
33.3412296,78.97989883
33.34123959,78.97989874
33.34124959,78.97989865
33.34125959,78.97989856
33.34126959,78.97989847
33.34127959,78.97989838
33.34128959,78.97989829
33.34129959,78.9798982
33.34130959,78.97989811
33.34131959,78.97989802
33.34132959,78.97989793
33.34133959,78.97989784
33.34134959,78.97989775
33.34135959,78.97989766
33.34136959,78.97989757
33.34137959,78.97989748
33.34138959,78.97989739
33.34139959,78.9798973
33.34140959,78.97989721
33.34141959,78.97989712
33.34142959,78.97989703
33.34143959,78.97989694
33.34144959,78.97989685
33.34145959,78.97989676
33.34146959,78.97989667
33.34147959,78.97989658
33.34148959,78.97989649
33.34149959,78.9798964
33.34150959,78.97989631
33.34151958,78.97989622
33.34152958,78.97989613
33.34153958,78.97989604
33.34154958,78.97989595
33.34155958,78.97989586
33.34156958,78.97989577
33.34157958,78.97989568
33.34158958,78.97989559
33.34159958,78.9798955
33.34160958,78.97989541
33.34161958,78.97989532
33.34162958,78.97989523
33.34163958,78.97989514
33.34164958,78.97989505
33.34165958,78.97989496
